,U3_HNV10CT104,U3_HNV10CT111,U3_HNV10CT102,U3_HNV10CT103
2017-01-03|20:50:26.000,31.68571,25.9845,28.90308,37.43115
2017-01-03|20:50:36.000,31.67833,26.00686,28.90223,37.34489
2017-01-03|20:50:46.000,31.72931,25.91442,28.90138,37.28051
2017-01-03|20:50:56.000,31.74223,25.96937,28.90053,37.23773
2017-01-03|20:51:06.000,31.76219,25.96048,28.89968,37.20654
2017-01-03|20:51:16.000,31.77114,25.91258,28.89883,37.18144
2017-01-03|20:51:26.000,31.76511,25.92368,28.89798,37.19179
2017-01-03|20:51:36.000,31.74212,25.93478,28.89713,37.20214
2017-01-03|20:51:46.000,31.73178,25.94588,28.89629,37.23195
2017-01-03|20:51:56.000,31.73229,25.95698,28.89544,37.27061
2017-01-03|20:52:06.000,31.74951,25.96808,28.89459,37.30679
2017-01-03|20:52:16.000,31.76674,25.97919,28.89374,37.33995
2017-01-03|20:52:26.000,31.78396,25.99029,28.89289,37.35432
2017-01-03|20:52:36.000,31.80119,26.00139,28.89204,37.37755
2017-01-03|20:52:46.000,31.8307,26.01249,28.89119,37.4744
2017-01-03|20:52:56.000,31.85057,25.98302,28.89034,37.61324
2017-01-03|20:53:06.000,31.85848,25.96062,28.88949,37.57626
2017-01-03|20:53:16.000,31.86326,25.94304,28.88864,37.48296
2017-01-03|20:53:26.000,31.86805,25.96001,28.88779,37.38303
2017-01-03|20:53:36.000,31.87283,25.93028,28.88694,37.33018
2017-01-03|20:53:46.000,31.87762,25.90572,28.88609,37.30511
2017-01-03|20:53:56.000,31.89321,25.96815,28.88524,37.28894
2017-01-03|20:54:06.000,31.91302,25.95741,28.90581,37.28846
2017-01-03|20:54:16.000,31.92424,25.92522,28.89994,37.29493
2017-01-03|20:54:26.000,31.9347,25.99849,28.89408,37.3014
2017-01-03|20:54:36.000,31.94331,25.96299,28.88821,37.30787
2017-01-03|20:54:46.000,31.95193,25.94398,28.90643,37.33226
2017-01-03|20:54:56.000,31.95884,25.95352,28.88544,37.35672
2017-01-03|20:55:06.000,31.96165,25.9968,28.89714,37.38723
2017-01-03|20:55:16.000,31.96446,26.01203,28.90326,37.42715
2017-01-03|20:55:26.000,31.96727,25.92278,28.88864,37.45374
2017-01-03|20:55:36.000,31.97007,26.01263,28.8912,37.54076
2017-01-03|20:55:46.000,31.97288,25.96777,28.89615,37.57533
2017-01-03|20:55:56.000,31.97569,25.94604,28.90112,37.5303
2017-01-03|20:56:06.000,31.9785,25.93759,28.9036,37.46543
2017-01-03|20:56:16.000,31.98131,25.95444,28.89285,37.46857
2017-01-03|20:56:26.000,31.98556,25.98303,28.91032,37.47207
2017-01-03|20:56:36.000,32.004,25.94869,28.90652,37.47557
2017-01-03|20:56:46.000,32.03474,25.91434,28.90273,37.47906
2017-01-03|20:56:56.000,32.0307,25.9255,28.89893,37.48256
2017-01-03|20:57:06.000,32.02666,25.9569,28.89513,37.48606
2017-01-03|20:57:16.000,32.02263,25.9883,28.89134,37.48956
2017-01-03|20:57:26.000,32.01859,26.01462,28.88754,37.55515
2017-01-03|20:57:36.000,32.01455,26.01955,28.90777,37.55285
2017-01-03|20:57:46.000,32.01051,26.02448,28.89655,37.51729
2017-01-03|20:57:56.000,32.01569,26.02941,28.88532,37.45001
2017-01-03|20:58:06.000,32.02329,26.03434,28.90662,37.40406
2017-01-03|20:58:16.000,32.03089,26.03927,28.89143,37.35555
2017-01-03|20:58:26.000,32.04084,26.0442,28.8899,37.31021
2017-01-03|20:58:36.000,32.05444,26.04912,28.90487,37.32959
2017-01-03|20:58:46.000,32.06841,26.05405,28.90208,37.36128
2017-01-03|20:58:56.000,32.08277,26.05898,28.89903,37.41263
2017-01-03|20:59:06.000,32.1232,26.06391,28.90883,37.49025
2017-01-03|20:59:16.000,32.14358,26.06884,28.91302,37.56299
2017-01-03|20:59:26.000,32.16809,26.07377,28.915,37.62628
2017-01-03|20:59:36.000,32.17383,26.0787,28.91699,37.78239
2017-01-03|20:59:46.000,32.17957,26.08362,28.91898,37.9686
2017-01-03|20:59:56.000,32.1853,26.08855,28.92096,38.03706
2017-01-03|21:00:06.000,32.19226,26.09348,28.92295,38.06581
2017-01-03|21:00:16.000,32.2114,26.09841,28.92493,38.08792
2017-01-03|21:00:26.000,32.23055,26.10334,28.92692,38.0938
2017-01-03|21:00:36.000,32.24033,26.10827,28.9289,38.09967
2017-01-03|21:00:46.000,32.23554,26.1132,28.93089,38.10555
2017-01-03|21:00:56.000,32.23076,26.11813,28.93287,38.11143
2017-01-03|21:01:06.000,32.22598,26.12306,28.93486,38.11857
2017-01-03|21:01:16.000,32.22119,26.04695,28.93685,38.12586
2017-01-03|21:01:26.000,32.2164,26.02081,28.9291,38.13315
2017-01-03|21:01:36.000,32.19502,26.09931,28.93449,38.14044
2017-01-03|21:01:46.000,32.19576,26.0287,28.94359,38.14774
2017-01-03|21:01:56.000,32.20238,26.12246,28.95038,38.15503
2017-01-03|21:02:06.000,32.20901,26.09367,28.95717,38.16232
2017-01-03|21:02:16.000,32.21563,26.11115,28.93808,38.20485
2017-01-03|21:02:26.000,32.22488,26.08172,28.95017,38.0751
2017-01-03|21:02:36.000,32.23445,26.09801,28.95585,37.89804
2017-01-03|21:02:46.000,32.24087,26.04359,28.94915,37.78509
2017-01-03|21:02:56.000,32.23388,26.05622,28.95482,37.66433
2017-01-03|21:03:06.000,32.2269,26.04379,28.9449,37.58279
2017-01-03|21:03:16.000,32.21992,26.02762,28.93959,37.51737
2017-01-03|21:03:26.000,32.2234,26.1009,28.95392,37.4612
2017-01-03|21:03:36.000,32.23775,26.08145,28.95637,37.41809
2017-01-03|21:03:46.000,32.24094,26.02038,28.94025,37.4343
2017-01-03|21:03:56.000,32.23771,26.05152,28.94706,37.45781
2017-01-03|21:04:06.000,32.23448,26.0632,28.95995,37.49565
2017-01-03|21:04:16.000,32.23125,26.06245,28.9146,37.5423
2017-01-03|21:04:26.000,32.22802,26.09749,28.91511,37.54543
2017-01-03|21:04:36.000,32.22479,26.03511,28.92872,37.54815
2017-01-03|21:04:46.000,32.22156,26.09007,28.92602,37.55087
2017-01-03|21:04:56.000,32.21833,26.01645,28.91729,37.5536
2017-01-03|21:05:06.000,32.2072,26.07599,28.91368,37.55632
2017-01-03|21:05:16.000,32.18818,26.09175,28.91569,37.55904
2017-01-03|21:05:26.000,32.18011,26.11982,28.9119,37.56177
2017-01-03|21:05:36.000,32.17204,26.025,28.91363,37.5645
2017-01-03|21:05:46.000,32.16304,26.06945,28.91536,37.56722
2017-01-03|21:05:56.000,32.14459,26.09755,28.9171,37.59165
2017-01-03|21:06:06.000,32.10767,26.04936,28.91883,37.72118
2017-01-03|21:06:16.000,32.08923,26.10624,28.92056,37.94725
2017-01-03|21:06:26.000,32.09868,26.01464,28.92229,38.06804
2017-01-03|21:06:36.000,32.11159,26.05718,28.92402,38.11786
2017-01-03|21:06:46.000,32.11712,26.10114,28.92576,38.14321
2017-01-03|21:06:56.000,32.12173,26.05529,28.92749,38.15082
2017-01-03|21:07:06.000,32.12635,26.06531,28.92922,38.15844
2017-01-03|21:07:16.000,32.13097,26.06122,28.93095,38.1576
2017-01-03|21:07:26.000,32.13558,26.05527,28.93269,38.13862
2017-01-03|21:07:36.000,32.14716,26.07724,28.93442,38.14602
2017-01-03|21:07:46.000,32.17586,26.09922,28.93615,38.15341
2017-01-03|21:07:56.000,32.20456,26.04216,28.926,38.1608
2017-01-03|21:08:06.000,32.24173,26.04256,28.93545,38.15859
2017-01-03|21:08:16.000,32.29551,26.01972,28.95029,38.14966
2017-01-03|21:08:26.000,32.31396,26.01612,28.95502,38.14074
2017-01-03|21:08:36.000,32.31913,26.07474,28.95721,38.19999
2017-01-03|21:08:46.000,32.29549,26.07881,28.96485,38.20743
2017-01-03|21:08:56.000,32.3041,26.03812,28.96762,38.19708
2017-01-03|21:09:06.000,32.31272,26.05446,28.9704,38.17904
2017-01-03|21:09:16.000,32.32414,26.04426,28.97318,38.14207
2017-01-03|21:09:26.000,32.34763,26.11942,28.97595,38.15234
2017-01-03|21:09:36.000,32.3711,26.19386,28.97873,38.17214
2017-01-03|21:09:46.000,32.38298,26.18326,28.9815,38.21486
2017-01-03|21:09:56.000,32.39473,26.23035,28.98428,38.25369
2017-01-03|21:10:06.000,32.40449,26.13748,28.98706,38.27811
2017-01-03|21:10:16.000,32.41372,26.12678,28.97093,38.29173
2017-01-03|21:10:26.000,32.42295,26.1875,28.99619,38.27235
2017-01-03|21:10:36.000,32.41682,26.17014,28.9915,38.25537
2017-01-03|21:10:46.000,32.41052,26.20926,29.01519,38.23692
2017-01-03|21:10:56.000,32.40422,26.24086,29.01997,38.21966
2017-01-03|21:11:06.000,32.39792,26.25592,29.02475,38.24123
2017-01-03|21:11:16.000,32.4031,26.27098,29.02954,38.3516
2017-01-03|21:11:26.000,32.40973,26.28603,29.03432,38.47172
2017-01-03|21:11:36.000,32.41635,26.30109,29.0391,38.45735
2017-01-03|21:11:46.000,32.42297,26.31615,29.03288,38.42014
2017-01-03|21:11:56.000,32.45724,26.3312,29.02248,38.38462
2017-01-03|21:12:06.000,32.48686,26.24016,29.02153,38.34824
2017-01-03|21:12:16.000,32.50735,26.27882,29.04219,38.31458
2017-01-03|21:12:26.000,32.51596,26.27462,29.04572,38.2843
2017-01-03|21:12:36.000,32.52458,26.24022,29.04926,38.26908
2017-01-03|21:12:46.000,32.52927,26.31396,29.05279,38.28651
2017-01-03|21:12:56.000,32.53921,26.24027,29.05632,38.31549
2017-01-03|21:13:06.000,32.54914,26.31254,29.05986,38.34754
2017-01-03|21:13:16.000,32.58413,26.23692,29.06339,38.38169
2017-01-03|21:13:26.000,32.61505,26.29251,29.05107,38.43197
2017-01-03|21:13:36.000,32.64375,26.25756,29.07067,38.48413
2017-01-03|21:13:46.000,32.66727,26.36502,29.08296,38.52009
2017-01-03|21:13:56.000,32.69381,26.39643,29.08348,38.5688
2017-01-03|21:14:06.000,32.71183,26.42783,29.0913,38.57346
2017-01-03|21:14:16.000,32.71846,26.43463,29.08984,38.43403
2017-01-03|21:14:26.000,32.72509,26.34712,29.08837,38.21806
2017-01-03|21:14:36.000,32.73171,26.3894,29.0869,38.08786
2017-01-03|21:14:46.000,32.72182,26.43167,29.08544,37.98433
2017-01-03|21:14:56.000,32.70746,26.40873,29.08397,37.90588
2017-01-03|21:15:06.000,32.70095,26.36004,29.0825,37.88509
2017-01-03|21:15:16.000,32.69019,26.41789,29.08104,37.89371
2017-01-03|21:15:26.000,32.6868,26.35425,29.07957,37.90234
2017-01-03|21:15:36.000,32.71118,26.4121,29.0781,37.93833
2017-01-03|21:15:46.000,32.72478,26.4083,29.07664,37.96504
2017-01-03|21:15:56.000,32.73657,26.36211,29.07517,37.99697
2017-01-03|21:16:06.000,32.74547,26.42155,29.0737,38.02222
2017-01-03|21:16:16.000,32.75438,26.43427,29.07224,38.04445
2017-01-03|21:16:26.000,32.76328,26.38374,29.07077,38.08534
2017-01-03|21:16:36.000,32.7722,26.45244,29.0693,38.10122
2017-01-03|21:16:46.000,32.78111,26.43203,29.06783,38.12135
2017-01-03|21:16:56.000,32.78374,26.37475,29.06637,38.16315
2017-01-03|21:17:06.000,32.78194,26.43776,29.07796,38.32946
2017-01-03|21:17:16.000,32.78015,26.42836,29.08637,38.46464
2017-01-03|21:17:26.000,32.77835,26.3637,29.09056,38.49577
2017-01-03|21:17:36.000,32.77656,26.36424,29.07706,38.484
2017-01-03|21:17:46.000,32.77477,26.34717,29.07148,38.47141
2017-01-03|21:17:56.000,32.77297,26.40721,29.07793,38.45524
2017-01-03|21:18:06.000,32.77118,26.4009,29.07325,38.43688
2017-01-03|21:18:16.000,32.76938,26.40629,29.08064,38.42657
2017-01-03|21:18:26.000,32.76759,26.36428,29.09216,38.44019
2017-01-03|21:18:36.000,32.76579,26.39459,29.09722,38.42461
2017-01-03|21:18:46.000,32.764,26.41244,29.10229,38.43143
2017-01-03|21:18:56.000,32.7622,26.42071,29.10735,38.43824
2017-01-03|21:19:06.000,32.76041,26.43796,29.11241,38.44505
2017-01-03|21:19:16.000,32.78432,26.35113,29.11747,38.45484
2017-01-03|21:19:26.000,32.77882,26.37481,29.10414,38.46778
2017-01-03|21:19:36.000,32.77332,26.39994,29.09249,38.47862
2017-01-03|21:19:46.000,32.76782,26.44362,29.10139,38.48725
2017-01-03|21:19:56.000,32.76233,26.39128,29.11029,38.49588
2017-01-03|21:20:06.000,32.74899,26.36698,29.11909,38.54716
2017-01-03|21:20:16.000,32.73238,26.40101,29.12741,38.47628
2017-01-03|21:20:26.000,32.73047,26.3928,29.13573,38.27017
2017-01-03|21:20:36.000,32.72855,26.37743,29.14229,38.12319
2017-01-03|21:20:46.000,32.72664,26.36141,29.13,38.00948
2017-01-03|21:20:56.000,32.72472,26.38273,29.11772,37.99067
2017-01-03|21:21:06.000,32.72281,26.35386,29.12861,37.99478
2017-01-03|21:21:16.000,32.72089,26.41259,29.10402,37.94879
2017-01-03|21:21:26.000,32.71898,26.44553,29.11628,37.90567
2017-01-03|21:21:36.000,32.71706,26.35394,29.09856,37.86303
2017-01-03|21:21:46.000,32.71515,26.4231,29.11564,37.82494
2017-01-03|21:21:56.000,32.71323,26.34459,29.11169,37.7987
2017-01-03|21:22:06.000,32.71132,26.36684,29.0965,37.78347
2017-01-03|21:22:16.000,32.70941,26.42738,29.10415,37.76168
2017-01-03|21:22:26.000,32.7075,26.38948,29.10962,37.7861
2017-01-03|21:22:36.000,32.71767,26.35158,29.11591,37.81381
2017-01-03|21:22:46.000,32.72942,26.42514,29.11382,37.84512
2017-01-03|21:22:56.000,32.73434,26.35187,29.11174,37.88235
2017-01-03|21:23:06.000,32.73613,26.4407,29.10966,37.8996
2017-01-03|21:23:16.000,32.73791,26.34528,29.10758,37.92472
2017-01-03|21:23:26.000,32.73969,26.40257,29.1055,37.93937
2017-01-03|21:23:36.000,32.74147,26.40391,29.10341,37.95015
2017-01-03|21:23:46.000,32.74325,26.44559,29.10133,37.96343
2017-01-03|21:23:56.000,32.74503,26.35399,29.09925,37.98069
2017-01-03|21:24:06.000,32.74681,26.38974,29.09717,38.12302
2017-01-03|21:24:16.000,32.7486,26.44208,29.09509,38.1061
2017-01-03|21:24:26.000,32.75037,26.35754,29.09301,38.03553
2017-01-03|21:24:36.000,32.75216,26.34627,29.08772,37.99383
2017-01-03|21:24:46.000,32.75393,26.34962,29.08736,37.93589
2017-01-03|21:24:56.000,32.75571,26.4229,29.07135,37.87604
2017-01-03|21:25:06.000,32.75749,26.42415,29.07022,37.85683
2017-01-03|21:25:16.000,32.75101,26.37419,29.08541,37.86607
2017-01-03|21:25:26.000,32.73857,26.42792,29.09091,37.87531
2017-01-03|21:25:36.000,32.73462,26.35987,29.08278,37.89931
2017-01-03|21:25:46.000,32.73717,26.41772,29.06901,37.93236
2017-01-03|21:25:56.000,32.73973,26.3478,29.07933,37.94962
2017-01-03|21:26:06.000,32.74229,26.43212,29.06392,37.99458
2017-01-03|21:26:16.000,32.74484,26.374,29.06053,37.9832
2017-01-03|21:26:26.000,32.7474,26.42634,29.05713,37.89116
2017-01-03|21:26:36.000,32.74995,26.42147,29.05374,37.8029
2017-01-03|21:26:46.000,32.75251,26.3454,29.05035,37.80947
2017-01-03|21:26:56.000,32.75507,26.37417,29.04695,37.81756
2017-01-03|21:27:06.000,32.75763,26.40284,29.04356,37.82564
2017-01-03|21:27:16.000,32.76728,26.45112,29.04016,37.87811
2017-01-03|21:27:26.000,32.78451,26.37017,29.05146,37.93006
2017-01-03|21:27:36.000,32.78004,26.43316,29.05914,37.89697
2017-01-03|21:27:46.000,32.75302,26.44434,29.0616,37.91692
2017-01-03|21:27:56.000,32.72578,26.37758,29.0437,37.95155
2017-01-03|21:28:06.000,32.70663,26.42755,29.04808,37.93306
2017-01-03|21:28:16.000,32.68749,26.29074,29.05331,37.87051
2017-01-03|21:28:26.000,32.66537,26.34731,29.04149,37.80223
2017-01-03|21:28:36.000,32.66397,26.36845,29.04636,37.7573
2017-01-03|21:28:46.000,32.67832,26.38959,29.05122,37.73
2017-01-03|21:28:56.000,32.70964,26.41072,29.05609,37.75245
2017-01-03|21:29:06.000,32.72257,26.43186,29.06096,37.79658
2017-01-03|21:29:16.000,32.73447,26.453,29.06582,37.85865
2017-01-03|21:29:26.000,32.74185,26.34027,29.0376,37.91452
2017-01-03|21:29:36.000,32.74923,26.332,29.0333,37.95301
2017-01-03|21:29:46.000,32.75661,26.32374,29.02899,37.97965
2017-01-03|21:29:56.000,32.75418,26.31547,29.02469,38.03297
2017-01-03|21:30:06.000,32.7472,26.30721,29.02039,38.11924
2017-01-03|21:30:16.000,32.74022,26.29894,29.01609,38.10419
2017-01-03|21:30:26.000,32.73324,26.29068,29.01518,38.01865
2017-01-03|21:30:36.000,32.73362,26.28241,29.0208,37.93179
2017-01-03|21:30:46.000,32.72371,26.27415,29.02742,37.85934
2017-01-03|21:30:56.000,32.71414,26.26588,29.03404,37.80585
2017-01-03|21:31:06.000,32.70322,26.25762,29.01875,37.77613
2017-01-03|21:31:16.000,32.68886,26.24936,29.03543,37.75444
2017-01-03|21:31:26.000,32.69529,26.24109,29.01494,37.74443
2017-01-03|21:31:36.000,32.71412,26.32431,29.01628,37.73762
2017-01-03|21:31:46.000,32.72587,26.31643,29.01761,37.73082
2017-01-03|21:31:56.000,32.7258,26.28895,29.01895,37.72401
2017-01-03|21:32:06.000,32.70665,26.26147,29.02029,37.69846
2017-01-03|21:32:16.000,32.68751,26.234,29.02162,37.74215
2017-01-03|21:32:26.000,32.65939,26.28525,29.02296,37.83075
2017-01-03|21:32:36.000,32.63806,26.33371,29.0243,37.86132
2017-01-03|21:32:46.000,32.62349,26.33857,29.02563,37.80041
2017-01-03|21:32:56.000,32.61272,26.28652,29.02697,37.74063
2017-01-03|21:33:06.000,32.61961,26.27718,29.02831,37.68621
2017-01-03|21:33:16.000,32.62641,26.30788,29.02965,37.64092
2017-01-03|21:33:26.000,32.62261,26.24682,29.03099,37.6068
2017-01-03|21:33:36.000,32.61881,26.33892,29.03233,37.62467
2017-01-03|21:33:46.000,32.61501,26.28396,29.03366,37.63988
2017-01-03|21:33:56.000,32.61121,26.24171,29.035,37.66776
2017-01-03|21:34:06.000,32.60741,26.34162,29.03634,37.69287
2017-01-03|21:34:16.000,32.59686,26.23814,29.03768,37.71824
2017-01-03|21:34:26.000,32.55788,26.25454,29.03901,37.74917
2017-01-03|21:34:36.000,32.53962,26.27095,29.03947,37.75992
2017-01-03|21:34:46.000,32.55049,26.28735,29.03593,37.77027
2017-01-03|21:34:56.000,32.52895,26.30376,29.03239,37.82502
2017-01-03|21:35:06.000,32.5657,26.32016,29.02886,37.9218
2017-01-03|21:35:16.000,32.58058,26.33657,29.02532,37.84271
2017-01-03|21:35:26.000,32.58949,26.25242,29.02179,37.72548
2017-01-03|21:35:36.000,32.59841,26.29167,29.01825,37.64743
2017-01-03|21:35:46.000,32.57927,26.33093,29.01471,37.56367
2017-01-03|21:35:56.000,32.59591,26.29662,29.03958,37.53643
2017-01-03|21:36:06.000,32.58416,26.27825,29.01708,37.52246
2017-01-03|21:36:16.000,32.56919,26.32214,29.03815,37.54237
2017-01-03|21:36:26.000,32.54992,26.29798,29.03117,37.56227
2017-01-03|21:36:36.000,32.52172,26.27383,29.02419,37.58624
2017-01-03|21:36:46.000,32.49387,26.24967,29.01722,37.61213
2017-01-03|21:36:56.000,32.44728,26.22551,29.04025,37.63296
2017-01-03|21:37:06.000,32.42741,26.20136,29.04191,37.64815
2017-01-03|21:37:16.000,32.40471,26.1772,29.04357,37.65496
2017-01-03|21:37:26.000,32.42046,26.15304,29.04524,37.66178
2017-01-03|21:37:36.000,32.41123,26.12889,29.0469,37.66859
2017-01-03|21:37:46.000,32.402,26.21759,29.04857,37.66078
2017-01-03|21:37:56.000,32.39277,26.1942,29.05023,37.76545
2017-01-03|21:38:06.000,32.38354,26.17082,29.0519,37.86462
2017-01-03|21:38:16.000,32.37431,26.14743,29.05356,37.76309
2017-01-03|21:38:26.000,32.35965,26.12405,29.05522,37.6479
2017-01-03|21:38:36.000,32.33621,26.20562,29.05689,37.57028
2017-01-03|21:38:46.000,32.31133,26.13235,29.05855,37.53288
2017-01-03|21:38:56.000,32.29902,26.13818,29.06021,37.50455
2017-01-03|21:39:06.000,32.31894,26.23114,29.06188,37.49635
2017-01-03|21:39:16.000,32.30936,26.13554,29.06354,37.5056
2017-01-03|21:39:26.000,32.29979,26.19383,29.06521,37.51484
2017-01-03|21:39:36.000,32.2961,26.15377,29.04064,37.4924
2017-01-03|21:39:46.000,32.30197,26.1279,29.04726,37.50024
2017-01-03|21:39:56.000,32.30785,26.2263,29.05387,37.50808
2017-01-03|21:40:06.000,32.31372,26.23042,29.06049,37.51593
2017-01-03|21:40:16.000,32.31959,26.2291,29.05428,37.54216
2017-01-03|21:40:26.000,32.2986,26.17415,29.0437,37.55288
2017-01-03|21:40:36.000,32.2851,26.13829,29.04831,37.56323
2017-01-03|21:40:46.000,32.27388,26.14817,29.05292,37.59121
2017-01-03|21:40:56.000,32.24736,26.21283,29.05752,37.69415
2017-01-03|21:41:06.000,32.22596,26.18955,29.06213,37.88821
2017-01-03|21:41:16.000,32.2075,26.05765,29.06419,37.97865
2017-01-03|21:41:26.000,32.18914,26.05544,29.05463,37.96427
2017-01-03|21:41:36.000,32.17193,26.0772,29.04508,37.96922
2017-01-03|21:41:46.000,32.15681,26.05763,29.06697,37.99124
2017-01-03|21:41:56.000,32.14321,26.07234,29.07076,38.00909
2017-01-03|21:42:06.000,32.13742,26.08839,29.07456,38.02693
2017-01-03|21:42:16.000,32.1353,26.02463,29.07836,38.02887
2017-01-03|21:42:26.000,32.13319,26.08517,29.08216,38.01929
2017-01-03|21:42:36.000,32.13107,26.11387,29.08595,38.0097
2017-01-03|21:42:46.000,32.12895,26.04188,29.08975,38.01487
2017-01-03|21:42:56.000,32.12683,26.0483,29.08554,38.02206
2017-01-03|21:43:06.000,32.12471,26.03621,29.07263,38.02925
2017-01-03|21:43:16.000,32.12259,26.10168,29.09452,38.05252
2017-01-03|21:43:26.000,32.12048,26.03561,29.1019,38.06121
2017-01-03|21:43:36.000,32.11835,26.11412,29.10927,38.02002
2017-01-03|21:43:46.000,32.11624,26.09454,29.11665,38.00277
2017-01-03|21:43:56.000,32.11412,26.09933,29.09863,37.98756
2017-01-03|21:44:06.000,32.12849,26.04778,29.10757,37.95337
2017-01-03|21:44:16.000,32.13348,26.06292,29.09684,37.90612
2017-01-03|21:44:26.000,32.15374,26.05223,29.10613,37.85718
2017-01-03|21:44:36.000,32.15268,26.10461,29.10571,37.83431
2017-01-03|21:44:46.000,32.12132,26.11926,29.09427,37.83366
2017-01-03|21:44:56.000,32.09549,26.06429,29.12268,37.84291
2017-01-03|21:45:06.000,32.0755,26.02815,29.14111,37.85215
2017-01-03|21:45:16.000,32.05827,26.07318,29.14225,37.87395
2017-01-03|21:45:26.000,32.04105,26.05995,29.13825,37.87458
2017-01-03|21:45:36.000,32.02382,26.03588,29.14241,37.86869
2017-01-03|21:45:46.000,32.00823,26.031,29.14081,37.86281
2017-01-03|21:45:56.000,32.00016,26.04408,29.13921,37.85693
2017-01-03|21:46:06.000,31.9921,26.10378,29.1376,37.84238
2017-01-03|21:46:16.000,31.98403,26.05144,29.136,37.82982
2017-01-03|21:46:26.000,31.98676,26.11576,29.1344,37.83489
2017-01-03|21:46:36.000,31.98973,26.03527,29.1328,37.83997
2017-01-03|21:46:46.000,31.9927,26.09021,29.1312,37.84504
2017-01-03|21:46:56.000,31.99566,26.0574,29.12959,37.85012
2017-01-03|21:47:06.000,31.99863,26.07488,29.12799,37.90797
2017-01-03|21:47:16.000,32.0016,26.02853,29.12639,37.86901
2017-01-03|21:47:26.000,32.00457,26.15211,29.12479,37.67587
2017-01-03|21:47:36.000,32.00753,26.18875,29.12318,37.53598
2017-01-03|21:47:46.000,32.00608,26.22539,29.12158,37.4488
2017-01-03|21:47:56.000,31.99318,26.15704,29.11998,37.3886
2017-01-03|21:48:06.000,31.99411,26.21489,29.11838,37.32652
2017-01-03|21:48:16.000,31.99901,26.07993,29.14112,37.26767
2017-01-03|21:48:26.000,31.98433,26.14711,29.13526,37.22024
2017-01-03|21:48:36.000,31.98696,26.23165,29.12939,37.18129
2017-01-03|21:48:46.000,31.9896,26.21116,29.12353,37.13592
2017-01-03|21:48:56.000,31.99223,26.01854,29.11767,37.10574
2017-01-03|21:49:06.000,31.99486,26.02795,29.11563,37.14177
2017-01-03|21:49:16.000,31.9975,26.17134,29.10487,37.17626
2017-01-03|21:49:26.000,32.00013,26.05644,29.09411,37.26961
2017-01-03|21:49:36.000,32.00277,26.02712,29.08936,37.25714
2017-01-03|21:49:46.000,32.0054,26.09407,29.08632,37.22197
